date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:36:43	11216/11216	---M-Z	200	added ('OK')	application/javascript	etag:W/%2274b64900831a2e814a8ff0cdedcf80cb%22	https://static.parastorage.com/services/tag-manager-client/1.427.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/Lynx/static.parastorage.com/services/tag-manager-client/1.427.0/siteTags.bundle.min.js	(from https://infiserum.wixsite.com/lynx)
20:36:43	40119/40119	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a667202b352cfc935015d142a6003fd4%22	https://static.parastorage.com/services/wix-perf-measure/1.834.0/wix-perf-measure.bundle.min.js	C:/My%20Web%20Sites/Lynx/static.parastorage.com/services/wix-perf-measure/1.834.0/wix-perf-measure.bundle.min.js	(from https://infiserum.wixsite.com/lynx)
20:36:43	118656/118656	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dcf51763fb4a654e15a4e6e7754ca5d2%22	https://static.parastorage.com/unpkg/react-dom@16.13.1/umd/react-dom.production.min.js	C:/My%20Web%20Sites/Lynx/static.parastorage.com/unpkg/react-dom@16.13.1/umd/react-dom.production.min.js	(from https://infiserum.wixsite.com/lynx)
20:36:43	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:43%20GMT	https://infiserum.wixsite.com/da6c52cb.min.css	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/da6c52cb.min.css	(from https://infiserum.wixsite.com/lynx)
20:36:44	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:43%20GMT	https://infiserum.wixsite.com/	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/index.html	(from https://infiserum.wixsite.com/lynx)
20:36:44	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:43%20GMT	https://infiserum.wixsite.com/version/	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/version/index.html	(from https://infiserum.wixsite.com/lynx)
20:36:44	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:44%20GMT	https://infiserum.wixsite.com/b604fd33.min.css	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/b604fd33.min.css	(from https://infiserum.wixsite.com/lynx)
20:36:44	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:44%20GMT	https://infiserum.wixsite.com/ffcbad4e.min.css	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/ffcbad4e.min.css	(from https://infiserum.wixsite.com/lynx)
20:36:44	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:44%20GMT	https://infiserum.wixsite.com/b3e8ff7e.min.css	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/b3e8ff7e.min.css	(from https://infiserum.wixsite.com/lynx)
20:36:45	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:44%20GMT	https://infiserum.wixsite.com/34b72cf9.min.css	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/34b72cf9.min.css	(from https://infiserum.wixsite.com/lynx)
20:36:45	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:45%20GMT	https://infiserum.wixsite.com/534cc6f7.chunk.min.js	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/534cc6f7.chunk.min.js	(from https://infiserum.wixsite.com/lynx)
20:36:45	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:45%20GMT	https://infiserum.wixsite.com/rb_wixui.thunderbolt~bootstrap-classic.2f3900b1.chunk.min.js	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/rb_wixui.thunderbolt_bootstrap-classic.2f3900b1.chunk.min.js	(from https://infiserum.wixsite.com/lynx)
20:36:46	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:45%20GMT	https://infiserum.wixsite.com/rb_wixui.thunderbolt~bootstrap.c6cf2eb1.chunk.min.css	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/rb_wixui.thunderbolt_bootstrap.c6cf2eb1.chunk.min.css	(from https://infiserum.wixsite.com/lynx)
20:36:46	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:46%20GMT	https://infiserum.wixsite.com/rb_wixui.thunderbolt~bootstrap.534cc6f7.chunk.min.js	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/rb_wixui.thunderbolt_bootstrap.534cc6f7.chunk.min.js	(from https://infiserum.wixsite.com/lynx)
20:36:46	89648/89648	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jul%202022%2008:26:44%20GMT	https://static.wixstatic.com/media/0a814f_5e0031e1827a437aaa9d04df2688854c~mv2.png/v1/fill/w_197,h_197,al_c,q_85,usm_0.66_1.00_0.01,blur_1,enc_auto/0a814f_5e0031e1827a437aaa9d04df2688854c~mv2.png	C:/My%20Web%20Sites/Lynx/static.wixstatic.com/media/0a814f_5e0031e1827a437aaa9d04df2688854c_mv2.png/v1/fill/w_197,h_197,al_c,q_85,usm_0.66_1.00_0.01,blur_1,enc_auto/0a814f_5e0031e1827a437aaa9d04df2688854c_mv2.png	(from https://infiserum.wixsite.com/lynx)
20:36:47	11169/11169	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Jul%202022%2008:26:46%20GMT	https://static.wixstatic.com/media/0a814f_99532de147924c4481a231870a15b376~mv2.jpg/v1/fill/w_200,h_200,al_c,q_80,usm_0.66_1.00_0.01,blur_1,enc_auto/0a814f_99532de147924c4481a231870a15b376~mv2.jpg	C:/My%20Web%20Sites/Lynx/static.wixstatic.com/media/0a814f_99532de147924c4481a231870a15b376_mv2.jpg/v1/fill/w_200,h_200,al_c,q_80,usm_0.66_1.00_0.01,blur_1,enc_auto/0a814f_99532de147924c4481a231870a15b376_mv2.jpg	(from https://infiserum.wixsite.com/lynx)
20:36:47	77004/77004	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jul%202022%2008:26:47%20GMT	https://static.wixstatic.com/media/0a814f_1cb165a0377445329b0eecfc7f9479b7~mv2.png/v1/fill/w_500,h_500,al_c,q_85,enc_auto/Untitled_design-removebg-preview_edited_.png	C:/My%20Web%20Sites/Lynx/static.wixstatic.com/media/0a814f_1cb165a0377445329b0eecfc7f9479b7_mv2.png/v1/fill/w_500,h_500,al_c,q_85,enc_auto/Untitled_design-removebg-preview_edited_.png	(from https://infiserum.wixsite.com/lynx)
20:36:47	15389/15389	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jul%202022%2008:26:47%20GMT	https://static.wixstatic.com/media/0a814f_f7f9d45857f449669e4e1703a30d1e5d~mv2.png/v1/fill/w_142,h_142,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/_-removebg-preview_edited.png	C:/My%20Web%20Sites/Lynx/static.wixstatic.com/media/0a814f_f7f9d45857f449669e4e1703a30d1e5d_mv2.png/v1/fill/w_142,h_142,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/_-removebg-preview_edited.png	(from https://infiserum.wixsite.com/lynx)
20:36:47	13098/13098	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jul%202022%2008:26:48%20GMT	https://static.wixstatic.com/media/0a814f_0eaf6eb665324cf78d772c95f8b93b5f~mv2.png/v1/fill/w_113,h_113,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Untitled_design__1_-removebg-preview_edi.png	C:/My%20Web%20Sites/Lynx/static.wixstatic.com/media/0a814f_0eaf6eb665324cf78d772c95f8b93b5f_mv2.png/v1/fill/w_113,h_113,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Untitled_design__1_-removebg-preview_edi.png	(from https://infiserum.wixsite.com/lynx)
20:36:48	19999/19999	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jul%202022%2008:26:48%20GMT	https://static.wixstatic.com/media/0a814f_fb78248c572642168296b7dd16b94268~mv2.png/v1/fill/w_104,h_104,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/___1_-removebg-preview_edited.png	C:/My%20Web%20Sites/Lynx/static.wixstatic.com/media/0a814f_fb78248c572642168296b7dd16b94268_mv2.png/v1/fill/w_104,h_104,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/___1_-removebg-preview_edited.png	(from https://infiserum.wixsite.com/lynx)
20:36:49	371176/371176	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2010:36:48%20GMT	https://infiserum.wixsite.com/lynx/commands	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/lynx/commands.html	(from https://infiserum.wixsite.com/lynx)
20:36:49	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:49%20GMT	https://infiserum.wixsite.com/lynx/decodeURIComponent(e	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/lynx/decodeURIComponent(e	(from https://infiserum.wixsite.com/lynx/commands)
20:36:50	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:50%20GMT	https://infiserum.wixsite.com/lynx/robots.txt	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/lynx/robots.txt	(from https://infiserum.wixsite.com/lynx/commands)
20:36:51	254/254	---M--	200	added ('OK')	text/xml	date:Sat,%2023%20Jul%202022%2010:36:51%20GMT	https://infiserum.wixsite.com/lynx/sitemap.xml	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/lynx/sitemap.xml	(from https://infiserum.wixsite.com/lynx/commands)
20:36:51	2936/2936	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:51%20GMT	https://infiserum.wixsite.com/lynx/feed.xml	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/lynx/feed.xml	(from https://infiserum.wixsite.com/lynx/commands)
20:36:52	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:52%20GMT	https://infiserum.wixsite.com/lynx/version/	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/lynx/version/index.html	(from https://infiserum.wixsite.com/lynx/commands)
20:36:52	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:52%20GMT	https://infiserum.wixsite.com/lynx/da6c52cb.min.css	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/lynx/da6c52cb.min.23.delayed	(from https://infiserum.wixsite.com/lynx/commands)
20:36:52	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:52%20GMT	https://infiserum.wixsite.com/lynx/b604fd33.min.css	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/lynx/b604fd33.min.css	(from https://infiserum.wixsite.com/lynx/commands)
20:36:53	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:52%20GMT	https://infiserum.wixsite.com/lynx/ffcbad4e.min.css	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/lynx/ffcbad4e.min.css	(from https://infiserum.wixsite.com/lynx/commands)
20:36:53	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:53%20GMT	https://infiserum.wixsite.com/lynx/b3e8ff7e.min.css	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/lynx/b3e8ff7e.min.css	(from https://infiserum.wixsite.com/lynx/commands)
20:36:54	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:53%20GMT	https://infiserum.wixsite.com/lynx/34b72cf9.min.css	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/lynx/34b72cf9.min.css	(from https://infiserum.wixsite.com/lynx/commands)
20:36:54	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:54%20GMT	https://infiserum.wixsite.com/lynx/534cc6f7.chunk.min.js	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/lynx/534cc6f7.chunk.min.js	(from https://infiserum.wixsite.com/lynx/commands)
20:36:55	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:54%20GMT	https://infiserum.wixsite.com/lynx/rb_wixui.thunderbolt~bootstrap-classic.2f3900b1.chunk.min.js	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/lynx/rb_wixui.thunderbolt_bootstrap-classic.2f3900b1.chunk.min.js	(from https://infiserum.wixsite.com/lynx/commands)
20:36:55	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:55%20GMT	https://infiserum.wixsite.com/lynx/rb_wixui.thunderbolt~bootstrap.c6cf2eb1.chunk.min.css	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/lynx/rb_wixui.thunderbolt_bootstrap.c6cf2eb1.chunk.min.css	(from https://infiserum.wixsite.com/lynx/commands)
20:36:55	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2010:36:55%20GMT	https://infiserum.wixsite.com/lynx/rb_wixui.thunderbolt~bootstrap.534cc6f7.chunk.min.js	C:/My%20Web%20Sites/Lynx/infiserum.wixsite.com/lynx/rb_wixui.thunderbolt_bootstrap.534cc6f7.chunk.min.js	(from https://infiserum.wixsite.com/lynx/commands)
20:36:56	19204/19204	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jul%202022%2010:36:55%20GMT	https://static.wixstatic.com/media/0a814f_22ed6280230241f8be4b03e4404d8ff3~mv2.png/v1/fill/w_97,h_98,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/fa07a03386ec5f05671451271f4eeb7c-modified.png	C:/My%20Web%20Sites/Lynx/static.wixstatic.com/media/0a814f_22ed6280230241f8be4b03e4404d8ff3_mv2.png/v1/fill/w_97,h_98,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/fa07a03386ec5f05671451271f4eeb7c-modified.png	(from https://infiserum.wixsite.com/lynx/commands)
20:36:56	17320/17320	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jul%202022%2010:36:56%20GMT	https://static.wixstatic.com/media/0a814f_950db05e894f4e938075177ad5b8e274~mv2.png/v1/fill/w_82,h_90,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/f7e568e31dd4a66150e9c5378a3922809d9c0a4c6db691cb2de30610b2dad200_1_jpg-modified.png	C:/My%20Web%20Sites/Lynx/static.wixstatic.com/media/0a814f_950db05e894f4e938075177ad5b8e274_mv2.png/v1/fill/w_82,h_90,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/f7e568e31dd4a66150e9c5378a3922809d9c0a4c6db691cb2de30610b2dad200_1_jpg-modified.2c.d	(from https://infiserum.wixsite.com/lynx/commands)
20:36:56	21744/21744	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jul%202022%2010:36:56%20GMT	https://static.wixstatic.com/media/0a814f_b79438c2e9ee4ecdadf4f7406958730d~mv2.png/v1/fill/w_200,h_200,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Untitled_design-removebg-preview_edited_.png	C:/My%20Web%20Sites/Lynx/static.wixstatic.com/media/0a814f_b79438c2e9ee4ecdadf4f7406958730d_mv2.png/v1/fill/w_200,h_200,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Untitled_design-removebg-preview_edited_.png	(from https://infiserum.wixsite.com/lynx/commands)
20:36:57	22466/22466	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jul%202022%2010:36:56%20GMT	https://static.wixstatic.com/media/0a814f_005f2c28d81b4ff2bd737f04af34bc4e~mv2.png/v1/fill/w_174,h_174,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/00a053c1d812bd2d55fa74e955acd502.png	C:/My%20Web%20Sites/Lynx/static.wixstatic.com/media/0a814f_005f2c28d81b4ff2bd737f04af34bc4e_mv2.png/v1/fill/w_174,h_174,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/00a053c1d812bd2d55fa74e955acd502.png	(from https://infiserum.wixsite.com/lynx/commands)
